area_name,equipment_name,Componente,subcomponente,Nivel2,Nivel3,Nivel4,model,serial_number,category_name,status,,,,,
Área de Troquelado,WDC-05,Servomotor,,,,,MHD041B-144-NP0-UN,MHD041-20890,Servomotor,ACTIVE,,,,,
Área de Troquelado,WDC-05,Rodillos naranjas,,,,,,,Rodillos,ACTIVE,,,,,
Área de Troquelado,WDC-05,Pistones de rodillos naranja.,,,,,NCQ2,,Piston,ACTIVE,,,,,
Área de Troquelado,WDC-05,Motor de embosser,,,,,C80T17FZ4C,19205800,Motor,ACTIVE,,,,,
Área de Troquelado,WDC-05,Rodillos  Negros ,,,,,,,Rodillos,ACTIVE,,,,,
Área de Troquelado,WDC-05,Motor de la leva,,,,,JVE184THTL7726FGL,,Motor,ACTIVE,,,,,
Área de Troquelado,WDC-05,Regulador de presion de rodillos negros,,,,,R 1/2SMC,,Regulador de presión,ACTIVE,,,,,
Área de Troquelado,WDC-05,Regulador de precision de embosser,,,,,R1000-A~3000-A,SMC IR2020-N02BG-Z-A,Regulador de presión,ACTIVE,,,,,
Área de Troquelado,WDC-05,Regulador de presion de rodillos naranja,,,,,R 1/2SMC,,Regulador de presión,ACTIVE,,,,,
Área de Troquelado,WDC-05,Reductor de engranes ,,,,,NR-414255,,Reductor,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,,,,,,,Gabinete,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Mini Fuente de Poder,,,,Mini-Ps-100-240AC/24DC/2,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Transformador,,,,PH750MQMJ,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Fusibles,,,,JDL3(3A),,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Contactores,,,,SC-E04/G,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Contactores,,,,LC1-D18,802546,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Bloque de contactos auxiliares,,,,SZ-A11/T,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Proteccion termica,,,,,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Interruptor Termomagnetico,,,,,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Interruptor Termomagnetico,,,,,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Variador de Frecuencia,,,,,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Variador de velocidad,,,,SJ200-015HF2,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Variador de velocidad,,,,J1000,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Controlador,,,,DKCXX 3-040-7,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Relevador Electromecanico de control,,,,RUMC22BD,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Relevador Electromecanico de control,,,,60.12.9.024.0040,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Contador de velocidad ,,,,CUB5R000,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Gabinete Eléctrico,Panel de control,,,,MD03R-02-0045,,Componente eléctrico,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda Transportadora,,,,,,,Transporte,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,Motor De Inducción Trifásico 1 HP,,,,VS-F1,HN0271203,Motor,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,"Catarina 1 1/8"" ",,,,11RX,50BS20,Refacción,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,Catarina,,,,,50B24,Refacción,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,Cadena,,,,50-1R (10ft (3.05mts) 191 LINKS + 1 CL),662327130480,Refacción,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,"Chumacera 1 1/2""",,,,Vs-123,VF2S-123M,Refacción,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,"Chumacera 1 1/4""",,,,FL206,UC206-19,Refacción,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,"Chumacera 1 1/4""",,,,Fl207,UC207-20,Refacción,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,Rodillos Centradores,,,,N/A,N/A,Rodillos,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,Recubrimiento,,,,,,,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,Banda,,,,,,Refacción,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,Paro de emergencia,,,,M22-PVT,,Refacción,ACTIVE,,,,,
Área de Troquelado,WDC-05,Banda transportadora,Conector wain,,,,PC 20GF,1210160110001,Refacción,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,,,,,,,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Generador de vacio,,,,,SBB-EVE-ST-VZ,11.04.03.10315,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Elevadores de tubo de vacío jumbo,,,,,STF N EVE25-40 HW,11.01.40.01251,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Brazo con ventosas de vacío,,,,,MFG 35 28 SPB2 40 256x256,11.01.42.03562,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Arrancador Suave,,,,,Altistart 01,ATS01N112FT,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Guardamotor,,,,,GV2ME20,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Contactor  ,,,,,LC1D12 BD,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Fuente de poder,,,,,MDR-60-24,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Receptor/Relevador,,,,,PWR,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Timer de control,,,,,MUR1,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Relevador de minatura enchufable,,,,,RXM 24VDC,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Interruptor Termomagnetico,,,,,IC60N C 16A,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 1,Vacuometro IP65,,,,,45128 essen,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,,,,,,,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Generador de vacio,,,,,SBB-EVE-ST-VZ,11.04.03.10315,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Elevadores de tubo de vacío jumbo,,,,,STF N EVE25-40 HW,11.01.40.01251,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Brazo con ventosas de vacío,,,,,MFG 35 28 SPB2 40 256x256,11.01.42.03562,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Arrancador Suave,,,,,Altistart 01,ATS01N112FT,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Guardamotor,,,,,GV2ME20,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Contactor  ,,,,,LC1D12 BD,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Fuente de poder,,,,,MDR-60-24,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Receptor/Relevador,,,,,PWR,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Timer de control,,,,,MUR1,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Relevador de minatura enchufable,,,,,RXM 24VDC,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Interruptor Termomagnetico,,,,,IC60N C 16A,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 2,Vacuometro IP65,,,,,45128 essen,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,,,,,,,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Generador de vacio,,,,,SBB-EVE-ST-VZ,11.04.03.10315,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Elevadores de tubo de vacío jumbo,,,,,STF N EVE25-40 HW,11.01.40.01251,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Brazo con ventosas de vacío,,,,,MFG 35 28 SPB2 40 256x256,11.01.42.03562,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Arrancador Suave,,,,,Altistart 01,ATS01N112FT,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Guardamotor,,,,,GV2ME20,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Contactor  ,,,,,LC1D12 BD,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Fuente de poder,,,,,MDR-60-24,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Receptor/Relevador,,,,,PWR,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Timer de control,,,,,MUR1,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Relevador de minatura enchufable,,,,,RXM 24VDC,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Interruptor Termomagnetico,,,,,IC60N C 16A,,,ACTIVE,,,,,
Área de Troquelado,Sistema de Vacio 3,Vacuometro IP65,,,,,45128 essen,,,ACTIVE,,,,,
Área de Troquelado,Grua 1,,,,,,,,,ACTIVE,,,,,
Área de Troquelado,Grua 1,Polipasto 1Tn,,,,,,LW5772VG,,ACTIVE,,,,,
Área de Troquelado,Grua 2,,,,,,,,,ACTIVE,,,,,
Área de Troquelado,Grua 2,Polipasto 1Tn,,,,,,LW5992VD,,ACTIVE,,,,,
Área de Troquelado,Soplador,,,,,,,,,ACTIVE,,,,,
Área de Troquelado,Soplador,Motor Ventilador 4.2 HP,,,,,40C AMB-CONT,36H711X10061,motor,ACTIVE,,,,,
Área de Troquelado,Cortina Rapida,,,,,,SC 1400 SEL,I20103 112,,ACTIVE,,,,,
Área de Troquelado,Cortina Rapida,Controlador,,,,,BK 150 FUE H,OS 2120,Controlador,ACTIVE,,,,,
Área de Troquelado,Cortina Rapida,Motor,,,,,,,Motor,ACTIVE,,,,,
Área de Troquelado,Cortina Rapida,Reductor,,,,,,,Reductor,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Piston Doble Efecto 10 Bar,,,,AND-40-80-A-P-A,536298 K608,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Barra antiestatica,,,,1532001770,18251209,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Piston Doble Efecto 10 Bar,,,,AND-40-80-A-P-A,536298 K608,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Bocas de aspiracion,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Contador de marcas,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Eje cuchillas de hoja fija,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Eje de contra-cuchillas de hoja fija,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Eje de contra-cuchillas circulares,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Zona de corte,Eje cuchillas circulares,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Mesa de empalme,,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Mesa de empalme,Bomba de vacio 2,,,,090G000746T/X,RA 307060,,ACTIVE,,,,,
Área de Corte,S1DT,Mesa de empalme,Bomba de vacio 1,,,,090G000746T/X,RA 307061,,ACTIVE,,,,,
Área de Corte,S1DT,Mesa de empalme,Pinzas de sujecion material,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Mesa de empalme,Mesa de aspiracion,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Mesa de empalme,Guiador,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Motor Desbobinador 1,,,,E233141,17.10.0035 55198160071052,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Motor Desbobinador 2,,,,E233141,17.10.0035 55198160071051,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Chuck Pneumomechani,,,,06195/7002-0,994529,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Chuck Pneumomechani,,,,06195/7002-0,994528,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Piston lineal,,,,Econom01,180014467,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Barra antiestatica,,,,Easlon 15.32001770,18462159,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Actuador lineal,,,,EMS 22/200/5/20-5/C,3AT1N124985 00348527-VEN600000,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Motor electrico de imanes permanentes,,,,GNM4175A,4507675,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Actuador lineal,,,,Herkules 1,180002846,,ACTIVE,,,,,
Área de Corte,S1DT,Desbobinador,Sensor diametro,,,,,SS9737,,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Motor trifasico S1 100% ED,,,,E233141,17.10.0038 55198180071051,motor,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Motor trifasico IE3,,,,HMA3.132S1-2,SH30295330682,motor,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Motor trifasico,,,,1AV2083B,1712/76926342038,motor,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Motor trifasico,,,,1AV2083B,1712/76926342035,motor,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Absolute Encoder,,,,6FX2001-5WD13-1AA0,HDH/K161218889,,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Motor trifasico S1 100% ED,,,,E233141,17.10.0038 55198160071052,motor,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Motor,,,,SIMOTICS3,YF K5642937801 001,motor,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Motor,,,,SIMOTICS3,YF K5643096101 001,motor,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Motor,,,,1AV1062B,1LE10020BB222KF4,motor,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,Piston,,,,DSBC-63-50-PPVA-N3,1383580 K608,Piston,ACTIVE,,,,,
Área de Corte,S1DT,Armario motores,,,,,090G000746T/X,QL 351767,,ACTIVE,,,,,
Área de Corte,S1DT,Zona rebobinadores,,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Zona rebobinadores,Piston neumatico,,,,MU25-Q2S001-200,,,ACTIVE,,,,,
Área de Corte,S1DT,Zona rebobinadores,Piston neumatico,,,,DSBC-63-160-PPVA-N3,1383584,,ACTIVE,,,,,
Área de Corte,S1DT,Handling,,,,,,,,ACTIVE,,,,,
Área de Corte,S1DT,Handling,Piston Grande,,,,ES_CS1533378.01.A,230233279 K918,,ACTIVE,,,,,
Área de Corte,S1DT,Handling,Barras de piston 4 piezas,,,,DASP_M4_160A,1552813 KF13,,ACTIVE,,,,,
Área de Corte,S1DT,Handling,Sensor de Seguridad,,,,S7-16V,#43812339,,ACTIVE,,,,,
Área de Corte,S1DT,Handling,Motor trifasico,,,,|FG1505-SRD43-4AC2-7,YF K5645 485501,motor,ACTIVE,,,,,
Área de Corte,Doctor Machine,,,,,,,,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Rebobinadora reversible,,,,,R800-DD-085,2337-864,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Sensor,,,,,US 2010/40,152435,Sensor,ACTIVE,,,,,
Área de Corte,Doctor Machine,Barra iónica,,,,,"4015954 / 864mm-34.02""",1.6274E+14,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Rodillos,,,,,RP-400-302A-085,27509,Rodillos,ACTIVE,,,,,
Área de Corte,Doctor Machine,Motor trifasico,,,,,07N353X790Z1,F1709195418,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Motor trifasico,,,,,07N353X790Z1,F1709195393,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Controlador de guía,,,,,EKR 500 DIGITAL,158193,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Encoder de motor,,,,,HS25F-62-R10-BS-1024-ABZC-15V/V-SM12-S,TT32470,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Encoder de motor,,,,,HS25F-62-R10-BS-1024-ABZC-15V/V-SM12-S,TT32416,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Servotomor,,,,,"EMS 18/100/2,45/16-5/C",,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Piston neumatico redondo,,,,,CM2XD25-100Z,,Piston,ACTIVE,,,,,
Área de Corte,Doctor Machine,Piston neumatico redondo,,,,,176-DPKY,,Piston,ACTIVE,,,,,
Área de Corte,Doctor Machine,Valvula neumática,,,,,VHS30-02A,,,ACTIVE,,,,,
Área de Corte,Doctor Machine,Regulador de presion,,,,,AW40-F04B-B,,Regulador de presión,ACTIVE,,,,,
Área de Corte,Doctor Machine,Filtro de aire,,,,,AC40-Q2T1013-1,,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 1,,,,,,,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 1,Motor inductor de 3 fases,,,,R911313949,MAD100D-0200-SA-S2-AHO-05-H1,Motor,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 1,Motor inductor de 3 fases PM,,,,R911308683,MSK030C-0900-NN-M1-UG0-NNNN,Motor,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 1,Reductor,,,,G22A DM90LC4 TS,24917401.002,Reductor,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 1,Motor inductor de 3 fases,,,,R911312346,MSK100D-0300-NN-S1-AP0-NNNN,motor,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 1,Reductor,,,,VF49F124,M0065018014S,Reductor,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 1,Piston compacto neumatico de doble efecto,,,,Q2N00392,CDQ2XD63TF-75DC,Piston,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 1,Barra antiestatica,,,,1532001350,18291349,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,,,,,,,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,Motor inductor de 3 fases,,,,R911315646,MAD130B-0150-SA-52-AHO-05-H1,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,Unidad de mantenimiento neumatico,,,,AF40-F04BD-A,,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,Sensor Ultrasonico,,,,US 2010/40,157271MS,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,Piston compacto neumatico de doble efecto,,,,Q2N00392,CDQ2XD63TF-75DC,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,Barra antiestatica,,,,1532001350,18291349,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,Piston neumatico de doble efecto,,,,,CP96C80-Q2V001-500,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,Reductor,,,,,G22A DM90LC4 TS,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Desbonidador 2,Valvula piloto de solenoide,,,,,cpe14-m1bh-5l-1/8,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,,,,,,,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Servomotor ,,,,R911334988,MSK100C-0301-NN-S1-AP0-NSNN,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,reductor,,,,VF49F228,B03181029198,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Piston neumatico de doble efecto,,,,,CP9680-Q2O003-50,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Piston neumatico de doble efecto,,,,,CP9640-Q2O009-25,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Piston neumatico de doble efecto,,,,,CP9640-Q2O001-25-2,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Piston neumatico de doble efecto,,,,,PROY-Q2U00337,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Piston neumatico de doble efecto,,,,55-CP96SDB63-75C,CP96C83-Q2U008-75-1,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Piston neumatico dirigido,,,,,MY1B40G-700,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,switch de seguridad,,,,lifeline 3,440E-D13112,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Ventilador Centrifugo,,,,CAm-545-2T-15,SDOF0245233001,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Motor trifasico de induccion,,,,MSE3-100L-2,A17111710218,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Regulador de presion,,,,234-4259,AW20-F02E-B,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Filtro de aire,,,,,AC20-Q2X122,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Aplicador,Unidad de libricacion,,,,,AL20-F02-A,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Laminador,,,,,,,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Laminador,Motor de transmision de potencia,,,,830720156,03180008745657008,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Laminador,Valvula de solenoide,,,,VP300-700,VP742-5DZ1-04FA,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Laminador,Filtro de aire modular,,,,AF MASS PRO,AF40-F04BD-A,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Laminador,Servomotor ,,,,R911312346,MSK100D-0300-NN-S1-AP0-NNNN,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Laminador,Reductor,,,,VF49F124,M0065018014S,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Laminador,Reductor,,,,VF49F224,M0067018002W,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Laminador,Piston neumatico de doble efecto,,,,CP96SDB100,CP96CA0-Q2O001-7,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Rebobinador,,,,,,,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Rebobinador,Piston neumatico de doble efecto,,,,,CP96C50-Q2U006-175,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Rebobinador,Barra antiestatica,,,,1532001350,18291337,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Rebobinador,Piston compacto neumatico de doble efecto,,,,Q2N00392,CDQ2XD63TF-75DC,,ACTIVE,,,,,
Área de Laminación,ML2,Cuerpo Rebobinador,Piston compacto neumatico de doble efecto,,,,Q2N00393,CDQ2XD63TF-75DC,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,,,,,,,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Bomba de agua,,,,GG02,Z059006361-0007 M 0005,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Sensor de inmersion,,,,TE-IBG-B254-14,T10AD,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Motor Trifasico ,,,,M2AA 160MLA2,3G1P182502186,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Ventilador Centrifugo,,,,CASB-500-2T-15/R/COM,SDPV0179529001,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Motor Trifasico ,,,,M2AA 160MLA2,"3gGAA161410-HDF,009",,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Ventilador Centrifugo,,,,CASB-500-2T-15/R/COM,SDPV0179529001,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Valvula de gas,,,,MAG. NR. 032/2P,,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Motor Trifasico ,,,,M2AA 160MLA2,"3GAA161410-HDF,009",,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Ventilador Centrifugo,,,,CASB-500-2T-15/R/COM,SDPV0179529001,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Motor Trifasico ,,,,M2AA 160MLA2,"3GAA161410-HDF,009",,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Ventilador Centrifugo,,,,CASB-500-2T-15/R/COM,SDPV0179529001,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Valvula de gas,,,,MAG. NR. 032/2P,,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Motor,,,,RD64,1807A1204344,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Ventilador Centrifugo,,,,CASB-500-2T-15/R/COM,SDPV0179529001,,ACTIVE,,,,,
Área de Laminación,ML2,Tunel de secado,Compresor ,,,,VBAT05A-SV-Q,WS029,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,,,,,,,,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,Bomba neumatica de doble diafragma,,,,,666120-344-C,GL1027111,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,Bomba neumatica de doble diafragma,,,,,666100-2A4-C,SPD2122086,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,Bomba neumatica de doble diafragma,,,,,666056-244,SPH1038030,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,Bomba neumatica de doble diafragma,,,,,NDP-15BATUCM,108321,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,Unidad de mantenimiento neumatico,,,,,17204B.B.C.S,,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,Actuador neumatico,,,,,SR030402S,S415CFUYX05AEA,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,Valvula AISI316,,,,,DN20 PN16/40,V415CFUY0051,,ACTIVE,,,,,
Área de Laminación,Solvent Mixer,Motor de engranaje neumatico,,,,,am410,,,ACTIVE,,,,,
